,word,frequence,number_of_edges
15564,incomplete,6935973.0,5.0
15565,deceleration,337600.0,2.0
15566,chirpy,67675.0,1.0
15567,prim,666550.0,5.0
15568,droppings,332636.0,2.0
15569,bonnie,4156792.0,3.0
15570,undue,1377567.0,5.0
15571,judgeship,64631.0,1.0
15572,busy,17376500.0,8.0
15573,buss,493314.0,12.0
15574,bust,4547742.0,12.0
15575,bush,71289039.0,3.0
15576,touched,5080398.0,23.0
15577,upbraiding,13350.0,2.0
15578,heartily,490746.0,2.0
15579,emphatically,431749.0,1.0
15580,cushion,3556775.0,2.0
15581,tungsten,3681180.0,1.0
15582,aroma,2018777.0,4.0
15583,tramper,18616.0,2.0
15584,volatility,2576975.0,1.0
15585,greens,4643986.0,4.0
15586,tights,2023147.0,1.0
15587,release,125340846.0,29.0
15588,sanctioning,249351.0,3.0
15589,branding,3551398.0,8.0
15590,naturalness,117887.0,3.0
15591,novelization,64024.0,1.0
15592,expedience,29950.0,1.0
15593,result,127425045.0,4.0
15594,internationalize,94310.0,1.0
15595,hammer,7382393.0,8.0
15596,dungaree,33781.0,1.0
15597,rolled,6241330.0,26.0
15598,personalize,2472227.0,3.0
15599,dexterously,19234.0,1.0
15600,roller,7835563.0,3.0
15601,pity,2642047.0,8.0
15602,patented,3568094.0,1.0
15603,accident,18699760.0,16.0
15604,baptistry,30447.0,2.0
15605,askew,473664.0,1.0
15606,tinge,224709.0,2.0
15607,unbuttoned,94170.0,2.0
15608,calamus,111405.0,1.0
15609,agglomerate,34065.0,8.0
15610,matte,2909215.0,2.0
15611,stupa,117550.0,1.0
15612,blending,1965386.0,11.0
15613,lighthouse,3826413.0,1.0
15614,vomitus,15636.0,1.0
15615,twain,4530277.0,2.0
15616,mitigation,4282830.0,2.0
15617,jackass,772104.0,5.0
15618,phenytoin,280805.0,1.0
15619,eastern,38506956.0,2.0
15620,cunt,5737830.0,1.0
15621,commerce,42459641.0,2.0
15622,manes,162340.0,1.0
15623,mates,2878121.0,14.0
15624,neutering,156917.0,5.0
15625,opulence,218727.0,1.0
15626,flooding,3699696.0,6.0
15627,remembering,3255801.0,7.0
15628,played,34970056.0,16.0
15629,player,92709785.0,3.0
15630,campaigning,1450863.0,9.0
15631,hokey,204777.0,12.0
15632,things,147969893.0,3.0
15633,thievery,293438.0,1.0
15634,rebellion,2469106.0,4.0
15635,compensable,237807.0,3.0
15636,harmony,7820250.0,18.0
15637,toasted,881930.0,6.0
15638,exertion,534586.0,2.0
15639,unhealthful,31205.0,4.0
15640,dexterous,69809.0,1.0
15641,tuna,2842548.0,1.0
15642,tune,10728129.0,1.0
15643,reclaimable,13371.0,2.0
15644,cannibalize,33959.0,1.0
15645,eroticism,197146.0,2.0
15646,distribute,8678754.0,2.0
15647,beset,373969.0,3.0
15648,exclaiming,129482.0,5.0
15649,rushing,2847595.0,6.0
15650,succeeding,1602365.0,4.0
15651,keeled,54977.0,9.0
15652,remedial,2406614.0,4.0
15653,butchering,117210.0,2.0
15654,ease,13974702.0,14.0
15655,easy,125548527.0,18.0
15656,prison,15837188.0,3.0
15657,falter,269624.0,3.0
15658,east,135037085.0,2.0
15659,synchronisation,467525.0,5.0
15660,paleontology,624763.0,1.0
15661,posed,3604888.0,20.0
15662,poser,1361002.0,3.0
15663,bushy,445882.0,1.0
15664,battlefield,7124495.0,1.0
15665,right,273620358.0,30.0
15666,old,199694226.0,18.0
15667,tajik,366621.0,1.0
15668,insistence,751954.0,2.0
15669,animate,956038.0,14.0
15670,noncombustible,46379.0,1.0
15671,ruffled,496847.0,16.0
15672,creative,47737474.0,1.0
15673,witty,1753886.0,5.0
15674,shrivelled,44113.0,8.0
15675,curvaceous,101417.0,2.0
15676,extenuation,17003.0,1.0
15677,oscillating,500079.0,4.0
15678,bowing,443518.0,7.0
15679,manufacturing,40781457.0,3.0
15680,lackey,426050.0,2.0
15681,coexistent,25186.0,1.0
15682,adipose,421623.0,1.0
15683,riffraff,31497.0,1.0
15684,disqualified,956438.0,2.0
15685,slightly,29994840.0,2.0
15686,camas,377315.0,1.0
15687,datable,18454.0,1.0
15688,journeying,154129.0,1.0
15689,uncluttered,186625.0,2.0
15690,alphabetized,205070.0,3.0
15691,insurrection,479325.0,2.0
15692,regenerating,312532.0,8.0
15693,incorporation,4707178.0,2.0
15694,squalid,107896.0,3.0
15695,myopia,309370.0,1.0
15696,equalization,913763.0,2.0
15697,geminate,18583.0,3.0
15698,meagre,196347.0,3.0
15699,fingering,9463805.0,3.0
15700,interlanguage,38406.0,1.0
15701,clappers,31372.0,4.0
15702,smelt,301053.0,4.0
15703,floor,53759851.0,3.0
15704,uttered,814010.0,10.0
15705,grammatical,1256167.0,1.0
15706,zany,350516.0,13.0
15707,ambitious,3292680.0,3.0
15708,acetaminophen,1265258.0,2.0
15709,smell,6642666.0,11.0
15710,valuate,32151.0,1.0
15711,rolling,15086116.0,27.0
15712,congested,610511.0,5.0
15713,warn,4160789.0,2.0
15714,puss,537622.0,7.0
15715,stabler,94408.0,1.0
15716,disruption,2578410.0,4.0
15717,quandary,257475.0,2.0
15718,broadband,26476075.0,1.0
15719,time,908705570.0,17.0
15720,push,20775147.0,14.0
15721,quantity,38123233.0,1.0
15722,protozoal,32361.0,1.0
15723,equalizer,1058325.0,5.0
15724,solfege,53221.0,2.0
15725,shimmy,188186.0,3.0
15726,canalization,14940.0,1.0
15727,aligned,3630260.0,6.0
15728,splutter,25793.0,2.0
15729,fatigues,150711.0,9.0
15730,nephropathy,294370.0,1.0
15731,rapturous,89097.0,2.0
15732,fatigued,271996.0,7.0
15733,bluffer,33033.0,3.0
15734,tricycle,400029.0,2.0
15735,temple,16052337.0,1.0
15736,crustacean,194829.0,1.0
15737,reclusive,183146.0,3.0
15738,depository,1590375.0,2.0
15739,unaware,2221929.0,1.0
15740,bulldozer,323263.0,1.0
15741,findings,20757470.0,22.0
15742,insignificant,1566578.0,3.0
15743,prediction,7141450.0,5.0
15744,crescent,4857264.0,2.0
15745,frankfurter,271500.0,3.0
15746,nightie,151653.0,1.0
15747,convulse,24767.0,1.0
15748,wriggle,93461.0,4.0
15749,triggerman,21067.0,1.0
15750,falling,12324340.0,17.0
15751,banister,150927.0,3.0
15752,digitalization,56519.0,1.0
15753,contemplate,919496.0,4.0
15754,splice,1081179.0,2.0
15755,alone,39326417.0,14.0
15756,unrestrained,266255.0,1.0
15757,vitrified,81476.0,1.0
15758,melodious,172065.0,2.0
15759,radish,326496.0,1.0
15760,coinciding,240188.0,4.0
15761,barnstormer,19789.0,1.0
15762,anatomical,1428439.0,1.0
15763,filmy,657205.0,1.0
15764,crystalized,23467.0,9.0
15765,climax,1965596.0,2.0
15766,loving,10172381.0,10.0
15767,marbles,1072553.0,2.0
15768,clitoris,1424208.0,1.0
15769,tailing,178923.0,5.0
15770,validity,6132692.0,3.0
15771,marbled,370621.0,2.0
15772,appendix,23395734.0,1.0
15773,logos,18366230.0,2.0
15774,privy,742055.0,9.0
15775,impasse,463752.0,3.0
15776,printing,35080589.0,3.0
15777,cataloger,114767.0,1.0
15778,nosebleed,178227.0,1.0
15779,sheeting,497248.0,1.0
15780,perceivable,59750.0,1.0
15781,defusing,105412.0,1.0
15782,smyrna,1038794.0,1.0
15783,greatcoat,17133.0,2.0
15784,unequalled,143126.0,1.0
15785,romanticist,18837.0,1.0
15786,offense,8248745.0,3.0
15787,evidently,1916569.0,3.0
15788,divided,13323175.0,7.0
15789,poking,719323.0,7.0
15790,ruder,89666.0,2.0
15791,divider,979417.0,1.0
15792,strictness,108841.0,1.0
15793,explorer,23095103.0,1.0
15794,gumming,19900.0,1.0
15795,slush,389608.0,2.0
15796,suck,22518606.0,8.0
15797,murderess,21483.0,6.0
15798,cockamamie,27556.0,1.0
15799,stress,25899885.0,6.0
15800,serviceberry,32790.0,1.0
15801,darkened,720629.0,1.0
15802,hematopoietic,531699.0,2.0
15803,devilfish,22012.0,1.0
15804,insurgency,1100757.0,1.0
15805,heraldic,242909.0,1.0
15806,course,177976652.0,9.0
15807,knowingness,18243.0,4.0
15808,derive,3253144.0,6.0
15809,yawning,300130.0,2.0
15810,despotic,178773.0,2.0
15811,hashish,196464.0,2.0
15812,decreased,7628272.0,5.0
15813,deviant,9917990.0,2.0
15814,downsizing,568766.0,1.0
15815,conveying,957594.0,11.0
15816,helical,713286.0,4.0
15817,retributive,48088.0,1.0
15818,smarter,2669654.0,1.0
15819,handiwork,189322.0,1.0
15820,theorization,13303.0,1.0
15821,turtle,5297998.0,2.0
15822,formalwear,158158.0,1.0
15823,impolite,177692.0,1.0
15824,paling,76792.0,3.0
15825,flustered,132471.0,3.0
15826,bonehead,119336.0,5.0
15827,boundless,569644.0,3.0
15828,formula,20434177.0,1.0
15829,reexamination,212772.0,1.0
15830,loyalty,4785195.0,2.0
15831,besides,12246405.0,1.0
15832,quits,968086.0,9.0
15833,unnamed,1803582.0,1.0
15834,remainder,5767514.0,5.0
15835,training,176129154.0,18.0
15836,punk,12282363.0,9.0
15837,chevy,5729809.0,1.0
15838,mythic,598878.0,3.0
15839,punt,1916106.0,5.0
15840,massive,19454740.0,1.0
15841,hooch,201647.0,1.0
15842,jumbled,175236.0,4.0
15843,wlan,2358320.0,1.0
15844,bluish,384449.0,1.0
15845,spanish,46482449.0,1.0
15846,tipster,174859.0,1.0
15847,paleontologist,106143.0,1.0
15848,uncorrectable,27884.0,1.0
15849,structured,8549448.0,1.0
15850,twenties,759419.0,1.0
15851,draft,35033621.0,10.0
15852,dissipate,341613.0,2.0
15853,realization,3125978.0,5.0
15854,perpetuation,175091.0,1.0
15855,artifact,1586626.0,1.0
15856,ridiculous,3486556.0,9.0
15857,tumescent,96669.0,1.0
15858,berserker,220828.0,5.0
15859,boyfriend,4849182.0,3.0
15860,cower,95006.0,2.0
15861,distill,158380.0,3.0
15862,siding,2490194.0,2.0
15863,glossy,3045309.0,8.0
15864,standardised,849008.0,2.0
15865,polemic,221653.0,3.0
15866,phenobarbital,270886.0,2.0
15867,sad,13010129.0,8.0
15868,prestigious,3899516.0,2.0
15869,say,156845267.0,1.0
15870,financier,429937.0,1.0
15871,foiled,344142.0,11.0
15872,bewilderingly,13221.0,1.0
15873,saw,48544776.0,3.0
15874,handicraft,690476.0,3.0
15875,unsuitable,1113908.0,1.0
15876,aside,11768649.0,3.0
15877,note,166657334.0,11.0
15878,compressible,251521.0,1.0
15879,transcribed,1887302.0,2.0
15880,wanting,7463610.0,6.0
15881,butterfly,8141617.0,5.0
15882,threadlike,17578.0,1.0
15883,knee,8426957.0,1.0
15884,blockhead,185685.0,6.0
15885,sale,179224570.0,6.0
15886,cushioned,780862.0,5.0
15887,salt,25320518.0,2.0
15888,accented,998526.0,7.0
15889,bacchanalian,20024.0,4.0
15890,homespun,422767.0,3.0
15891,grilling,1395994.0,1.0
15892,slow,26870240.0,31.0
15893,slop,238463.0,8.0
15894,cloak,1450056.0,4.0
15895,drumhead,50393.0,1.0
15896,tears,9274206.0,15.0
15897,going,155284081.0,38.0
15898,slob,157183.0,1.0
15899,uppermost,303084.0,1.0
15900,dispute,11164678.0,9.0
15901,clubfoot,46558.0,1.0
15902,graceless,30836.0,3.0
15903,dissimilar,510952.0,1.0
15904,digitize,286148.0,1.0
15905,condemning,624016.0,6.0
15906,apportioning,74140.0,7.0
15907,outlet,21890990.0,1.0
15908,mysticism,1091535.0,1.0
15909,prime,38308402.0,16.0
15910,prima,3131523.0,3.0
15911,artist,67421654.0,5.0
15912,raveling,22319.0,4.0
15913,borrow,4137645.0,2.0
15914,marred,449165.0,6.0
15915,gangster,1167811.0,1.0
15916,revitalizing,365879.0,4.0
15917,diddle,174549.0,2.0
15918,denizen,87795.0,3.0
15919,dormitory,736616.0,1.0
15920,bureau,26110155.0,2.0
15921,diddly,73137.0,1.0
15922,jumper,4746695.0,3.0
15923,hymenoptera,274903.0,1.0
15924,dome,5482989.0,5.0
15925,adept,1595303.0,10.0
15926,spare,10009522.0,12.0
15927,spark,4842423.0,4.0
15928,umber,289235.0,2.0
15929,lubricator,41252.0,1.0
15930,deliciously,416880.0,2.0
15931,farcical,130394.0,1.0
15932,residence,18363183.0,4.0
15933,madcap,211443.0,4.0
15934,sacked,808821.0,7.0
15935,residency,4000641.0,2.0
15936,inclining,46374.0,6.0
15937,fitful,72897.0,2.0
15938,submerging,54799.0,6.0
15939,testimonial,1481582.0,3.0
15940,stretch,11463625.0,13.0
15941,mounting,9600438.0,5.0
15942,locally,9356689.0,1.0
15943,almighty,1780004.0,6.0
15944,reflective,3705748.0,8.0
15945,quarantined,295247.0,1.0
15946,observe,7556517.0,2.0
15947,chatty,269620.0,7.0
15948,unclouded,25603.0,1.0
15949,kazak,82293.0,2.0
15950,prominence,1045264.0,6.0
15951,intimately,784589.0,2.0
15952,relic,947341.0,1.0
15953,jingoistic,45672.0,1.0
15954,prevalence,4421946.0,1.0
15955,canon,41144763.0,1.0
15956,blab,107287.0,2.0
15957,fame,10962456.0,12.0
15958,spunk,404915.0,1.0
15959,preparatory,1927941.0,2.0
15960,vandalism,1265676.0,1.0
15961,inoffensive,108977.0,2.0
15962,domineering,119099.0,3.0
15963,squeamishness,16533.0,1.0
15964,scholarship,13667978.0,1.0
15965,summer,67102388.0,1.0
15966,manifold,2573995.0,1.0
15967,slime,869502.0,1.0
15968,hades,536971.0,4.0
15969,amalgamate,83155.0,5.0
15970,slimy,346686.0,3.0
15971,disperse,583775.0,5.0
15972,vamp,624910.0,3.0
15973,trimmings,457839.0,4.0
15974,retinue,85068.0,1.0
15975,geological,6489369.0,1.0
15976,instrument,20003254.0,1.0
15977,nymphomaniac,54026.0,1.0
15978,ghostly,615565.0,2.0
15979,defection,224664.0,2.0
15980,endive,138326.0,1.0
15981,countrywide,1681124.0,1.0
15982,bandage,605193.0,2.0
15983,devanagari,113264.0,1.0
15984,sampling,11558186.0,3.0
15985,vague,2783775.0,6.0
15986,bravery,904631.0,2.0
15987,meaning,28821231.0,10.0
15988,stranger,5595615.0,3.0
15989,expunge,123929.0,1.0
15990,discarded,2287290.0,4.0
15991,caudal,268726.0,1.0
15992,travelogue,524172.0,1.0
15993,stationary,4477672.0,2.0
15994,auditorium,4248177.0,1.0
15995,brith,73335.0,1.0
15996,pharisaic,15788.0,2.0
15997,brits,1089837.0,3.0
15998,noon,9917780.0,3.0
15999,searing,371488.0,6.0
16000,exit,23738883.0,11.0
16001,lashing,248838.0,11.0
16002,power,226596368.0,29.0
16003,intimate,5744011.0,15.0
16004,hayseed,125188.0,1.0
16005,forbearing,29260.0,2.0
16006,stone,42494931.0,4.0
16007,favorite,61781016.0,4.0
16008,hierarchal,32605.0,2.0
16009,slender,1614730.0,8.0
16010,meal,12937343.0,1.0
16011,tumor,7430480.0,2.0
16012,apostate,178663.0,4.0
16013,neighbor,5753134.0,1.0
16014,bond,23448169.0,11.0
16015,stony,1907651.0,4.0
16016,burning,15637551.0,12.0
16017,hypnotise,24581.0,2.0
16018,wads,131745.0,32.0
16019,sneering,109715.0,2.0
16020,moped,501534.0,2.0
16021,hypnotist,258493.0,1.0
16022,futile,956638.0,2.0
16023,mollify,44539.0,4.0
16024,viscous,690820.0,2.0
16025,complete,149312237.0,21.0
16026,outcrop,251502.0,1.0
16027,inflaming,35603.0,6.0
16028,mick,2821071.0,1.0
16029,elimination,5533839.0,4.0
16030,fighter,6769666.0,4.0
16031,cords,2380982.0,3.0
16032,plucky,150671.0,2.0
16033,regimen,1615927.0,1.0
16034,flirt,1817719.0,12.0
16035,fruitfulness,56404.0,1.0
16036,mopping,196302.0,1.0
16037,glinting,51617.0,13.0
16038,rescued,1678575.0,3.0
16039,naturalize,41798.0,1.0
16040,deferent,15777.0,1.0
16041,brotherly,259429.0,1.0
16042,exhausted,2669693.0,12.0
16043,certain,73108213.0,4.0
16044,awry,359631.0,4.0
16045,hoodlum,153729.0,2.0
16046,abolish,912065.0,21.0
16047,disgraceful,394602.0,5.0
16048,bloodroot,34579.0,2.0
16049,standardize,574340.0,1.0
16050,dented,185024.0,2.0
16051,seriousness,1142658.0,2.0
16052,psychiatry,5333073.0,1.0
16053,groom,2637912.0,7.0
16054,hello,32960381.0,2.0
16055,fraudulent,2501991.0,1.0
16056,splicing,1081116.0,1.0
16057,influenza,3673978.0,1.0
16058,consider,54062139.0,2.0
16059,neigh,211412.0,2.0
16060,weariness,225078.0,1.0
16061,tours,37957036.0,6.0
16062,friendless,72907.0,1.0
16063,hunting,19830577.0,3.0
16064,overlying,300577.0,2.0
16065,sulfate,2599508.0,1.0
16066,prophets,2376749.0,3.0
16067,smile,13893537.0,2.0
16068,centromere,127631.0,1.0
16069,khmer,911263.0,1.0
16070,syncretic,27944.0,1.0
16071,libelous,303240.0,1.0
16072,easiness,236587.0,2.0
16073,encroaching,181852.0,7.0
16074,strand,6383185.0,3.0
16075,ageing,2272736.0,5.0
16076,laying,4156210.0,4.0
16077,laud,184546.0,3.0
16078,gelded,15711.0,1.0
16079,gladdened,25553.0,2.0
16080,compartmental,54994.0,2.0
16081,adjust,9115016.0,4.0
16082,peon,122953.0,1.0
16083,tricolor,172783.0,1.0
16084,destitute,423772.0,5.0
16085,hick,298899.0,7.0
16086,forestall,162847.0,1.0
16087,imperceptibly,73605.0,1.0
16088,perforate,43487.0,3.0
16089,revealing,3301575.0,12.0
16090,leaping,666113.0,4.0
16091,concluding,2076732.0,4.0
16092,buzzing,701772.0,2.0
16093,compulsorily,74144.0,2.0
16094,introductory,5567853.0,2.0
16095,aboriginal,7042822.0,7.0
16096,brutal,5675803.0,12.0
16097,healthier,2463491.0,12.0
16098,social,139566375.0,2.0
16099,sweetness,1067747.0,2.0
16100,shorthand,904902.0,1.0
16101,integrator,1465218.0,1.0
16102,enactment,2146865.0,1.0
16103,cyclopes,36580.0,1.0
16104,captor,307186.0,1.0
16105,select,168673045.0,3.0
16106,wavering,201735.0,15.0
16107,refueling,521240.0,1.0
16108,teen,176301486.0,4.0
16109,predaceous,15298.0,2.0
16110,emission,9671794.0,2.0
16111,rudeness,230272.0,2.0
16112,hybridizing,55760.0,4.0
16113,normative,1592501.0,1.0
16114,blemished,81656.0,6.0
16115,blarney,237895.0,3.0
16116,supercilious,41424.0,7.0
16117,concessionaire,119253.0,1.0
16118,luda,58970.0,1.0
16119,campsite,1021313.0,1.0
16120,obliquely,124524.0,1.0
16121,salty,1196416.0,1.0
16122,dress,27318959.0,33.0
16123,condemn,1457478.0,10.0
16124,disconsolate,41278.0,6.0
16125,emancipated,169979.0,3.0
16126,ungoverned,14232.0,3.0
16127,volition,337072.0,1.0
16128,freshly,2119331.0,4.0
16129,satiny,85875.0,3.0
16130,plant,53247607.0,15.0
16131,plane,17799728.0,7.0
16132,conveniences,694957.0,8.0
16133,flutter,537468.0,9.0
16134,snotty,157481.0,4.0
16135,rowdy,510507.0,5.0
16136,childbearing,419654.0,2.0
16137,larceny,550282.0,3.0
16138,broadcasting,10660304.0,12.0
16139,penury,40713.0,1.0
16140,helplessly,249200.0,1.0
16141,patio,7627536.0,1.0
16142,incessantly,282466.0,5.0
16143,bowl,22118861.0,4.0
16144,trade,110086585.0,9.0
16145,attitude,12331010.0,3.0
16146,questioningly,34213.0,2.0
16147,rapidly,11959135.0,2.0
16148,buttercup,455990.0,1.0
16149,ruining,568101.0,7.0
16150,ally,3228428.0,2.0
16151,rapier,300644.0,1.0
16152,motley,2019182.0,22.0
16153,reticent,142247.0,3.0
16154,reassured,431724.0,2.0
16155,designation,6156865.0,4.0
16156,coping,3091883.0,12.0
16157,loosely,1753674.0,2.0
16158,strangling,143445.0,14.0
16159,electrotherapy,83821.0,1.0
16160,dimwit,40044.0,2.0
16161,contiguous,2702054.0,4.0
16162,barefoot,2402711.0,2.0
16163,blues,23387172.0,7.0
16164,scribe,1028438.0,4.0
16165,terrify,98104.0,2.0
16166,really,162033390.0,3.0
16167,embellishment,307616.0,1.0
16168,flyaway,128687.0,1.0
16169,murmur,463379.0,5.0
16170,driven,17723706.0,12.0
16171,looseness,72067.0,8.0
16172,retained,6752745.0,4.0
16173,acquaint,366737.0,2.0
16174,retainer,819543.0,1.0
16175,unmanned,671369.0,1.0
16176,clump,345355.0,11.0
16177,forwards,1973103.0,2.0
16178,inauthentic,38863.0,2.0
16179,ironing,2009586.0,2.0
16180,disordered,629904.0,14.0
16181,fuller,3885291.0,7.0
16182,northbound,553891.0,1.0
16183,molecular,18409158.0,1.0
16184,stairs,4470593.0,3.0
16185,perennial,2169281.0,3.0
16186,refilling,404511.0,3.0
16187,recruitment,17941595.0,1.0
16188,vocal,9082826.0,1.0
16189,annihilation,756291.0,2.0
16190,precipitating,185797.0,2.0
16191,disenchanted,177019.0,2.0
16192,accumulative,103072.0,1.0
16193,astronomic,39520.0,1.0
16194,interconnection,2035162.0,1.0
16195,ancillary,1869921.0,1.0
16196,brace,2182960.0,17.0
16197,bobbin,366558.0,1.0
16198,blackboard,2075979.0,1.0
16199,nonpolar,67140.0,1.0
16200,model,161205740.0,28.0
16201,preciousness,37578.0,2.0
16202,whalebone,36298.0,1.0
16203,gospels,931528.0,3.0
16204,despise,743347.0,1.0
16205,moroccan,1773599.0,1.0
16206,decentralizing,54595.0,3.0
16207,desolate,575923.0,8.0
16208,parochial,591954.0,2.0
16209,defender,3340033.0,2.0
16210,ichor,22795.0,1.0
16211,spineless,163477.0,1.0
16212,scuff,224673.0,1.0
16213,ballista,69236.0,2.0
16214,resent,1231007.0,1.0
16215,devising,481378.0,10.0
16216,frightening,1501182.0,9.0
16217,glassworks,129548.0,2.0
16218,lavish,885755.0,8.0
16219,tumult,231143.0,3.0
16220,tabby,504455.0,1.0
16221,proclaim,1018465.0,2.0
16222,river,78843808.0,2.0
16223,rivet,616847.0,3.0
16224,approaching,4383496.0,4.0
16225,creator,11071006.0,2.0
16226,nibble,302987.0,2.0
16227,suffragan,30462.0,1.0
16228,hoarsely,72488.0,1.0
16229,avowedly,41361.0,2.0
16230,movie,158421100.0,2.0
16231,rascally,29511.0,1.0
16232,diluted,2383641.0,6.0
16233,acidic,1167972.0,2.0
16234,acutely,515934.0,3.0
16235,milder,400716.0,1.0
16236,hardship,1782871.0,1.0
16237,giddiness,48129.0,4.0
16238,brewing,2974086.0,1.0
16239,dramatization,107651.0,1.0
16240,smoldering,251845.0,3.0
16241,improved,27397478.0,5.0
16242,influential,3536369.0,1.0
16243,dumbly,31896.0,1.0
16244,harpy,107008.0,2.0
16245,load,37896224.0,17.0
16246,loaf,1599779.0,5.0
16247,majesty,3463329.0,2.0
16248,loan,87785549.0,1.0
16249,northeastern,3068125.0,2.0
16250,gadfly,237774.0,2.0
16251,coincidence,1860675.0,1.0
16252,scottish,15566389.0,2.0
16253,indefinite,1332966.0,2.0
16254,unemotional,53342.0,1.0
16255,devil,12869511.0,16.0
16256,publishing,42809196.0,5.0
16257,conveyor,1592655.0,1.0
16258,enlivened,103372.0,7.0
16259,sweetheart,1767766.0,11.0
16260,silenced,546848.0,4.0
16261,upstart,254079.0,1.0
16262,hind,1070013.0,1.0
16263,surfacing,642476.0,3.0
16264,bitchy,235362.0,1.0
16265,sixer,58111.0,2.0
16266,handling,31623717.0,12.0
16267,slyly,103507.0,1.0
16268,optimization,16067890.0,1.0
16269,brocaded,19993.0,3.0
16270,kissing,7939523.0,7.0
16271,robin,11423944.0,1.0
16272,kingdom,81913366.0,1.0
16273,sizeable,634748.0,1.0
16274,arching,253463.0,3.0
16275,backing,5397022.0,10.0
16276,habited,14617.0,1.0
16277,centennial,2843140.0,1.0
16278,triple,12478554.0,4.0
16279,beautifully,5155531.0,1.0
16280,chase,10971945.0,6.0
16281,barilla,53514.0,1.0
16282,shorten,1012067.0,3.0
16283,shorter,6265445.0,3.0
16284,overreaching,83580.0,7.0
16285,commune,945941.0,1.0
16286,displeased,257790.0,1.0
16287,snail,1580640.0,1.0
16288,unlabeled,420679.0,1.0
16289,deformity,350715.0,1.0
16290,viewing,28507347.0,6.0
16291,interlinking,52127.0,4.0
16292,pimento,85668.0,2.0
16293,stack,11090579.0,12.0
16294,inflowing,19772.0,1.0
16295,pareve,42676.0,1.0
16296,crying,4891725.0,19.0
16297,input,57191675.0,3.0
16298,surprised,10158243.0,3.0
16299,bloodcurdling,13063.0,1.0
16300,quest,14258533.0,4.0
16301,phylogeny,519625.0,1.0
16302,enumerable,75391.0,1.0
16303,flannel,1322321.0,2.0
16304,imposed,9098534.0,5.0
16305,stylist,653865.0,1.0
16306,communications,65305536.0,2.0
16307,disorder,12437958.0,4.0
16308,interbreeding,45292.0,7.0
16309,alimentary,155958.0,4.0
16310,gargle,84085.0,1.0
16311,eclat,123738.0,5.0
16312,farsightedness,64520.0,2.0
16313,mortuary,708507.0,1.0
16314,mummy,1878933.0,5.0
16315,veterinary,8160775.0,1.0
16316,cheapness,62163.0,2.0
16317,religion,40095362.0,10.0
16318,caulked,25390.0,1.0
16319,muscat,606795.0,1.0
16320,requiem,1164661.0,3.0
16321,dictated,1030464.0,3.0
16322,zip,70551270.0,1.0
16323,exaggerated,1191139.0,8.0
16324,dramaturgy,53220.0,1.0
16325,repair,49513286.0,21.0
16326,encumbrance,269574.0,3.0
16327,garbage,6609450.0,3.0
16328,prideful,49774.0,10.0
16329,recreate,1018160.0,7.0
16330,locus,3009222.0,3.0
16331,appropriate,69671201.0,6.0
16332,antenatal,365916.0,1.0
16333,sneaky,819351.0,3.0
16334,spending,19521910.0,8.0
16335,submit,92431559.0,4.0
16336,custom,66594716.0,4.0
16337,pilose,24967.0,1.0
16338,atom,32776867.0,2.0
16339,coldest,396845.0,1.0
16340,morocco,9330705.0,1.0
16341,slander,669482.0,14.0
16342,apiece,488388.0,5.0
16343,continuously,5610397.0,4.0
16344,aerial,6531386.0,3.0
16345,reconcile,1256296.0,3.0
16346,oddity,364391.0,5.0
16347,raging,1772182.0,38.0
16348,likewise,5568135.0,1.0
16349,surpassing,372737.0,11.0
16350,decimeter,20569.0,1.0
16351,skimming,357561.0,6.0
16352,taro,408233.0,2.0
16353,sunken,666107.0,8.0
16354,tuft,159856.0,1.0
16355,edwards,10761573.0,1.0
16356,invalid,8718056.0,5.0
16357,occasional,6424555.0,1.0
16358,adjuvant,692429.0,4.0
16359,victual,15321.0,1.0
16360,tuff,805372.0,1.0
16361,scraps,1955784.0,12.0
16362,imploringly,14213.0,1.0
16363,condolence,231717.0,1.0
16364,tart,1362374.0,8.0
16365,tedium,141188.0,3.0
16366,elements,44180185.0,5.0
16367,scrub,2360299.0,7.0
16368,energetic,2803159.0,1.0
16369,rabies,989553.0,1.0
16370,scrum,425870.0,1.0
16371,gravure,168637.0,2.0
16372,genetical,54224.0,2.0
16373,furthest,417231.0,2.0
16374,mindlessly,94602.0,1.0
16375,reasoned,1205666.0,3.0
16376,napping,250819.0,1.0
16377,annoyed,1620937.0,18.0
16378,feud,688736.0,16.0
16379,oracle,17214156.0,2.0
16380,partial,14642158.0,3.0
16381,effigy,181596.0,2.0
16382,laziness,462258.0,2.0
16383,existing,58803077.0,5.0
16384,stops,9118589.0,30.0
16385,dainty,440819.0,8.0
16386,gossip,5789586.0,5.0
16387,trampling,663308.0,1.0
16388,concerned,25490395.0,10.0
16389,debunking,273821.0,2.0
16390,primly,17360.0,1.0
16391,toughened,154011.0,1.0
16392,probe,9643801.0,1.0
16393,torture,12209454.0,3.0
16394,continued,40414263.0,10.0
16395,timely,9583522.0,1.0
16396,marry,4388137.0,2.0
16397,pullback,142897.0,1.0
16398,revocable,262294.0,1.0
16399,alphanumeric,779429.0,1.0
16400,enclosed,5368884.0,8.0
16401,odd,11871958.0,6.0
16402,apparatus,5795626.0,2.0
16403,hereditary,1191152.0,5.0
16404,indian,54646045.0,2.0
16405,lolly,259984.0,15.0
16406,permeant,18304.0,2.0
